genome	domain	phylum	class	order	family	genus	species	completeness	contamination	mag_size
EHA01462_bin.80	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	97.98	2.013	2732367
EHA01462_bin.84	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__	73.01	3.118	3651965
EHA01462_bin.87	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__	s__	97.31	0.894	2765217
EHA01462_bin.90	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	53.62	4.827	1832077
EHA01462_bin.92	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__	72.82	1.908	3701214
EHA01462_bin.93	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	62.16	1.724	2522701
EHA01467_bin.100	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__MGBC101980	s__	95.96	0.026	1905562
EHA01467_bin.101	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC131033	s__	93.22	2.125	3476123
EHA01467_bin.102	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	89.78	3.073	4055838
EHA01467_bin.103	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	59.13	2.345	1755161
EHA01467_bin.105	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	72.78	3.523	2440554
EHA01467_bin.107	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UMGS1202	s__	57.64	2.684	2391252
EHA01467_bin.108	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	85.66	3.395	4475547
EHA01467_bin.11	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Limenecus	s__	89.31	2.136	2154867
EHA01467_bin.113	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	96.55	2.873	5704553
EHA01467_bin.114	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	88.94	4.474	3326856
EHA01467_bin.117	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	85.06	1.698	2486079
EHA01467_bin.120	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	95.57	3.164	3997298
EHA01467_bin.121	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__	g__	s__	90.72	1.664	2109971
EHA01467_bin.122	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	70.79	4.208	3048035
EHA01467_bin.123	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CALXDZ01	s__	55.17	0.671	1708954
EHA01467_bin.126	d__Bacteria	p__Spirochaetota	c__Brevinematia	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	81.59	0	1379843
EHA01467_bin.127	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	90.03	3.076	2647497
EHA01467_bin.128	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA3830	f__UBA3830	g__	s__	91.2	0	1219650
EHA01467_bin.130	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	82.27	4.595	4327000
EHA01467_bin.133	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__	61.55	0	2041878
EHA01467_bin.139	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	54.31	1.724	2549383
EHA01467_bin.141	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__Scatacola_A	s__	98.92	0	1903281
EHA01467_bin.142	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	73.44	1.724	5862870
EHA01467_bin.143	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__	97.86	0.591	2939943
EHA01467_bin.145	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	81.2	0.854	1769562
EHA01467_bin.146	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	94.63	1.677	3375914
EHA01467_bin.147	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	53.07	1.898	1970869
EHA01467_bin.148	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__	52.91	4.484	1719570
EHA01467_bin.149	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__UBA940	s__	51.88	0	1890789
EHA01467_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__	77.46	5.587	2598621
EHA01467_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__UBA940	s__	70.08	1.442	2179239
EHA01467_bin.17	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	96.01	3.436	3540839
EHA01467_bin.19	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	61.4	0	2317368
EHA01467_bin.20	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	73.93	2.796	2129242
EHA01467_bin.21	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CHH4-2	s__	61.67	0	3844799
EHA01467_bin.27	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__	62.14	2.541	2378214
EHA01467_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	93.95	2.796	2580050
EHA01467_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecivivens	s__	87.17	2.706	3353683
EHA01467_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	98.27	0.862	3474024
EHA01467_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__	69.93	1.51	2088742
EHA01467_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	50.61	1.006	1594946
EHA01467_bin.38	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	57.3	1.51	2090790
EHA01467_bin.41	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	70.17	0	4699684
EHA01467_bin.42	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAJMNU01	s__	81.55	4.483	3125882
EHA01467_bin.43	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	89.21	0.97	3340603
EHA01467_bin.44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	82.48	3.966	3086052
EHA01467_bin.47	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	87.54	5.103	3818992
EHA01467_bin.48	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	65.71	2.15	2632017
EHA01467_bin.55	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__	s__	62.74	1.23	1640135
EHA01467_bin.58	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Zhenpiania	s__	66.06	1.507	2434362
EHA01467_bin.61	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__	89.42	2.531	4197941
EHA01467_bin.67	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	57.23	5.379	2585869
EHA01467_bin.69	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Dysosmobacter	s__	62.24	0.671	1863983
EHA01467_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	68.79	3.378	2228060
EHA01467_bin.70	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	83.5	2.804	2986320
EHA01467_bin.72	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	71.39	0.793	1862530
EHA01467_bin.73	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__Protoclostridium	s__	83.59	0.709	2049709
EHA01467_bin.78	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__	s__	98.65	1.342	3246686
EHA01467_bin.79	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	66.09	0.559	2256372
EHA01467_bin.8	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	80.64	0.403	1654358
EHA01467_bin.81	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	53.44	2.586	3028966
EHA01467_bin.82	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	96.2	0.806	3931263
EHA01467_bin.89	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	77.87	1.957	2538523
EHA01467_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	90.59	1.265	3525583
EHA01467_bin.90	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	96.55	1.053	4051446
EHA01467_bin.91	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	99.58	0	1696789
EHA01467_bin.92	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__RGIG7389	s__	92.3	1.698	2191257
EHA01467_bin.94	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fimivivens	s__	79.16	0.894	2892530
EHA01467_bin.95	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	95.67	1.548	4825784
EHA01467_bin.96	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	s__	64.46	2.986	2043009
EHA01467_bin.97	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__Scatocola	s__	96.59	0	1970992
EHA01472_bin.100	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS1251	s__	75.29	2.848	3256613
EHA01472_bin.101	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	76.93	4.194	2511044
EHA01472_bin.102	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__	g__	s__	98.79	0.026	2202656
EHA01472_bin.107	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__HGM11386	s__	94.95	1.344	2755040
EHA01472_bin.11	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Fluviibacter	s__	96.81	0.052	2059949
EHA01472_bin.112	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	87.83	2.432	3137809
EHA01472_bin.115	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	95.01	0.324	3168063
EHA01472_bin.119	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__	95.19	0.632	4119381
EHA01472_bin.123	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	94.2	0.384	4501081
EHA01472_bin.124	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	91.77	1.749	3209845
EHA01472_bin.126	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	95.71	3.187	3874760
EHA01472_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Velocimicrobium	s__	96.56	0.894	3229690
EHA01472_bin.130	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	60.83	5.432	3218069
EHA01472_bin.16	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA3830	f__	g__	s__	94.4	0	1103834
EHA01472_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA1242	g__Caccovivens	s__	61.88	0.447	1029621
EHA01472_bin.18	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAZU01	s__	90.14	0.537	1502899
EHA01472_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus	74.65	0	6672115
EHA01472_bin.22	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	98.23	0.894	3747571
EHA01472_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	86.98	1.128	2501063
EHA01472_bin.25	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	97.94	5.66	3329299
EHA01472_bin.26	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__	99.27	0.721	2126459
EHA01472_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__MGBC131033	s__	63.32	0.671	2427943
EHA01472_bin.3	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	98	0	3836254
EHA01472_bin.32	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	93.39	3.616	3419861
EHA01472_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JALFVM01	s__	83.54	1.054	3995733
EHA01472_bin.41	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A ulcerans	68.67	1.123	1614435
EHA01472_bin.45	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__	55.68	1.851	1940872
EHA01472_bin.46	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	91.99	2.083	1901731
EHA01472_bin.48	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	s__	98.25	2.849	4015114
EHA01472_bin.49	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	87.03	2.051	5439036
EHA01472_bin.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	89.13	0.96	3804075
EHA01472_bin.51	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	94.01	3.773	3886587
EHA01472_bin.52	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__	89.79	1.981	2941338
EHA01472_bin.53	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__RF32	f__CAG-239	g__CAJLXD01	s__	54.41	8.512	1278049
EHA01472_bin.61	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-288	g__CAG-345	s__	67.97	0	828977
EHA01472_bin.62	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__WRHT01	s__	64.92	0.021	2370890
EHA01472_bin.64	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_G	s__	92.15	0.187	3120580
EHA01472_bin.66	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	81.44	2.481	4146765
EHA01472_bin.67	d__Bacteria	p__Spirochaetota	c__Brevinematia	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	93.25	0	1645356
EHA01472_bin.70	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	96.22	0.986	2356814
EHA01472_bin.71	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	99.42	3.496	3085441
EHA01472_bin.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	94.54	1.254	4026251
EHA01472_bin.75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	69.69	1.302	1955624
EHA01472_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	90.19	5.688	2430810
EHA01472_bin.82	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	70.96	2.237	3395417
EHA01472_bin.84	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	88.26	2.564	2416170
EHA01472_bin.85	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__DTU072	g__	s__	93.52	0.806	2016018
EHA01472_bin.86	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__IOR16	s__	59.49	1.371	1552980
EHA01472_bin.87	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__	s__	87.06	1.476	3416029
EHA01472_bin.88	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	82.56	1.943	2828279
EHA01472_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	59.48	1.724	3221334
EHA01472_bin.93	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Velocimicrobium	s__	97.73	0.894	4141857
EHA01472_bin.94	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	90.33	2.029	5014462
EHA01477_bin.1	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Pumilibacteraceae	g__	s__	90.32	0.403	2421179
EHA01477_bin.10	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Thomasclavelia	s__	100	0	3546269
EHA01477_bin.100	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__Fructobacillus tropaeoli	54.06	0.85	896370
EHA01477_bin.103	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__	94.5	0.354	3204057
EHA01477_bin.104	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	63.61	4.596	3671372
EHA01477_bin.106	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__	97.05	1.582	4029553
EHA01477_bin.109	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	63.9	0.358	1920807
EHA01477_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	58.96	6.896	3092057
EHA01477_bin.12	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	91.11	1.572	1922594
EHA01477_bin.14	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__	s__	66.98	1.724	2110625
EHA01477_bin.15	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__Enterococcus_A malodoratus	99.68	5.674	4376777
EHA01477_bin.21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	87.05	2.242	4378658
EHA01477_bin.23	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__	98.8	0	2966368
EHA01477_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__	59.66	1.719	2533167
EHA01477_bin.30	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Extibacter	s__	97.17	1.286	3664561
EHA01477_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Muricomes	s__	92.63	1.815	5121041
EHA01477_bin.32	d__Bacteria	p__Bacillota_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-269	s__	66.03	0.223	1728825
EHA01477_bin.33	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	51.97	5.027	3196050
EHA01477_bin.34	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__	98.27	0	3865705
EHA01477_bin.35	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__UBA3700	g__	s__	86.92	1.832	1870683
EHA01477_bin.36	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	84.9	2.83	3845965
EHA01477_bin.37	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	86.64	0.894	2646397
EHA01477_bin.40	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__	96.31	0.019	3636656
EHA01477_bin.47	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	59.2	3.448	4003789
EHA01477_bin.49	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__	96.98	2.095	2080444
EHA01477_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Intestinibacillus	s__	77	1.677	2295476
EHA01477_bin.50	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia alvei	99.6	1.611	4439673
EHA01477_bin.52	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	80	0	3115885
EHA01477_bin.55	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	64.31	0	2763972
EHA01477_bin.57	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	75.11	5.578	3667091
EHA01477_bin.58	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__	58.87	7.784	2619254
EHA01477_bin.6	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	97.31	0.671	3894336
EHA01477_bin.60	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	80.56	1.265	4135149
EHA01477_bin.63	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	99.93	0	2310490
EHA01477_bin.64	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__	95.28	0.134	2950377
EHA01477_bin.67	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_A	s__	62.78	9.425	3157600
EHA01477_bin.68	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Lumbricidophila	s__	55.09	1.178	1514002
EHA01477_bin.69	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	74.5	2.8	3267430
